File,Table,Columns,RefTable,RefColumns,Options
220-collections-and-sharing.sql,game_collections,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
220-collections-and-sharing.sql,game_collections,owner_user_id,users,id,ON UPDATE CASCADE ON DELETE SET NULL
220-collections-and-sharing.sql,game_permissions,game_id,games,id,ON UPDATE CASCADE ON DELETE CASCADE;
230-external-providers-and-standards.sql,external_game_mappings,game_id,games,id,ON UPDATE CASCADE ON DELETE CASCADE;
230-external-providers-and-standards.sql,external_game_mappings,provider_id,game_providers,id,ON UPDATE CASCADE ON DELETE CASCADE
230-external-providers-and-standards.sql,game_providers,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
230-external-providers-and-standards.sql,game_providers,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
230-external-providers-and-standards.sql,provider_accounts,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
230-external-providers-and-standards.sql,provider_accounts,provider_id,game_providers,id,ON UPDATE CASCADE ON DELETE CASCADE
230-external-providers-and-standards.sql,scorm_packages,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL
230-external-providers-and-standards.sql,scorm_packages,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
230-external-providers-and-standards.sql,xapi_statements,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
240-student-portfolio.sql,student_portfolio_items,class_id,classes,id,ON UPDATE CASCADE ON DELETE SET NULL;
240-student-portfolio.sql,student_portfolio_items,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
300-exam-bank.sql,exam_blueprint_attachments,blueprint_id,exam_blueprints,id,ON UPDATE CASCADE ON DELETE CASCADE;
300-exam-bank.sql,exam_blueprint_attachments,document_id,documents,id,ON UPDATE CASCADE ON DELETE CASCADE;
300-exam-bank.sql,exam_blueprint_tags,blueprint_id,exam_blueprints,id,ON UPDATE CASCADE ON DELETE CASCADE;
300-exam-bank.sql,exam_blueprint_tags,tag_id,tags,id,ON UPDATE CASCADE ON DELETE CASCADE
300-exam-bank.sql,exam_blueprints,owner_user_id,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
300-exam-bank.sql,exam_blueprints,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
300-exam-bank.sql,exam_blueprints,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
300-exam-bank.sql,exam_blueprints,updated_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
300-exam-bank.sql,exam_items,section_id,exam_sections,id,ON UPDATE CASCADE ON DELETE CASCADE;
300-exam-bank.sql,exam_items,passage_id,assignment_passages,id,ON UPDATE CASCADE ON DELETE SET NULL;
300-exam-bank.sql,exam_items,question_id,assignment_questions,id,ON UPDATE CASCADE ON DELETE SET NULL;
300-exam-bank.sql,exam_sections,version_id,exam_versions,id,ON UPDATE CASCADE ON DELETE CASCADE;
300-exam-bank.sql,exam_versions,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
300-exam-bank.sql,exam_versions,blueprint_id,exam_blueprints,id,ON UPDATE CASCADE ON DELETE CASCADE;
310-exam-events-and-organization.sql,exam_events,campus_id,campuses,id,ON UPDATE CASCADE ON DELETE SET NULL;
310-exam-events-and-organization.sql,exam_events,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
310-exam-events-and-organization.sql,exam_events,updated_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
310-exam-events-and-organization.sql,exam_events,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
310-exam-events-and-organization.sql,exam_events,exam_version_id,exam_versions,id,ON UPDATE CASCADE ON DELETE CASCADE;
310-exam-events-and-organization.sql,exam_events,class_id,classes,id,ON UPDATE CASCADE ON DELETE SET NULL;
310-exam-events-and-organization.sql,exam_registrations,student_user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
310-exam-events-and-organization.sql,exam_registrations,exam_event_id,exam_events,id,ON UPDATE CASCADE ON DELETE CASCADE;
310-exam-events-and-organization.sql,exam_room_allocations,exam_room_id,exam_rooms,id,ON UPDATE CASCADE ON DELETE CASCADE;
310-exam-events-and-organization.sql,exam_room_allocations,student_user_id,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
310-exam-events-and-organization.sql,exam_room_allocations,exam_event_id,exam_events,id,ON UPDATE CASCADE ON DELETE CASCADE;
310-exam-events-and-organization.sql,exam_rooms,campus_id,campuses,id,ON UPDATE CASCADE ON DELETE SET NULL;
310-exam-events-and-organization.sql,proctor_assignments,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE
310-exam-events-and-organization.sql,proctor_assignments,exam_event_id,exam_events,id,ON UPDATE CASCADE ON DELETE CASCADE;
320-exam-attempts-and-logs.sql,exam_answer_events,attempt_id,exam_attempts,id,ON UPDATE CASCADE ON DELETE CASCADE;
320-exam-attempts-and-logs.sql,exam_answer_events,exam_item_id,exam_items,id,ON UPDATE CASCADE ON DELETE SET NULL;
320-exam-attempts-and-logs.sql,exam_attempt_items,exam_item_id,exam_items,id,ON UPDATE CASCADE ON DELETE CASCADE;
320-exam-attempts-and-logs.sql,exam_attempt_items,graded_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL
320-exam-attempts-and-logs.sql,exam_attempt_items,attempt_id,exam_attempts,id,ON UPDATE CASCADE ON DELETE CASCADE;
320-exam-attempts-and-logs.sql,exam_attempts,exam_event_id,exam_events,id,ON UPDATE CASCADE ON DELETE CASCADE;
320-exam-attempts-and-logs.sql,exam_attempts,exam_version_id,exam_versions,id,ON UPDATE CASCADE ON DELETE RESTRICT;
320-exam-attempts-and-logs.sql,exam_attempts,student_user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
320-exam-attempts-and-logs.sql,exam_timer_events,attempt_id,exam_attempts,id,ON UPDATE CASCADE ON DELETE CASCADE;
320-exam-attempts-and-logs.sql,exam_timer_events,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
320-exam-attempts-and-logs.sql,exam_uploads,document_id,documents,id,ON UPDATE CASCADE ON DELETE SET NULL;
320-exam-attempts-and-logs.sql,exam_uploads,attempt_id,exam_attempts,id,ON UPDATE CASCADE ON DELETE CASCADE;
320-exam-attempts-and-logs.sql,exam_uploads,exam_item_id,exam_items,id,ON UPDATE CASCADE ON DELETE SET NULL;
330-exam-proctoring.sql,proctoring_events,proctoring_session_id,proctoring_sessions,id,ON UPDATE CASCADE ON DELETE CASCADE;
330-exam-proctoring.sql,proctoring_sessions,exam_attempt_id,exam_attempts,id,ON UPDATE CASCADE ON DELETE CASCADE;
330-exam-proctoring.sql,proctoring_sessions,proctor_user_id,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
330-exam-proctoring.sql,proctoring_snapshots,thumbnail_document_id,documents,id,ON UPDATE CASCADE ON DELETE SET NULL;
330-exam-proctoring.sql,proctoring_snapshots,image_document_id,documents,id,ON UPDATE CASCADE ON DELETE SET NULL;
330-exam-proctoring.sql,proctoring_snapshots,proctoring_session_id,proctoring_sessions,id,ON UPDATE CASCADE ON DELETE CASCADE;
340-exam-grading.sql,grading_assignments,grader_user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE
340-exam-grading.sql,grading_assignments,exam_attempt_id,exam_attempts,id,ON UPDATE CASCADE ON DELETE CASCADE;
340-exam-grading.sql,grading_marks,grader_user_id,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
340-exam-grading.sql,grading_marks,rubric_criterion_id,rubric_criteria,id,ON UPDATE CASCADE ON DELETE SET NULL;
340-exam-grading.sql,grading_marks,attempt_item_id,exam_attempt_items,id,ON UPDATE CASCADE ON DELETE CASCADE;
340-exam-grading.sql,grading_resolutions,resolved_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL
340-exam-grading.sql,grading_resolutions,exam_attempt_id,exam_attempts,id,ON UPDATE CASCADE ON DELETE CASCADE;
340-exam-grading.sql,plagiarism_checks,attempt_item_id,exam_attempt_items,id,ON UPDATE CASCADE ON DELETE CASCADE;
340-exam-grading.sql,speech_metrics,attempt_item_id,exam_attempt_items,id,ON UPDATE CASCADE ON DELETE CASCADE;
350-exam-policies-and-requests.sql,exam_policies,exam_event_id,exam_events,id,ON UPDATE CASCADE ON DELETE CASCADE;
350-exam-policies-and-requests.sql,exam_policies,blueprint_id,exam_blueprints,id,ON UPDATE CASCADE ON DELETE CASCADE;
350-exam-policies-and-requests.sql,reschedule_requests,exam_event_id,exam_events,id,ON UPDATE CASCADE ON DELETE CASCADE;
350-exam-policies-and-requests.sql,reschedule_requests,student_user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
350-exam-policies-and-requests.sql,reschedule_requests,decided_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
350-exam-policies-and-requests.sql,retake_requests,exam_event_id,exam_events,id,ON UPDATE CASCADE ON DELETE CASCADE;
350-exam-policies-and-requests.sql,retake_requests,student_user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
350-exam-policies-and-requests.sql,retake_requests,decided_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
400-document-library-core-extensions.sql,document_external_refs,document_id,documents,id,ON UPDATE CASCADE ON DELETE CASCADE;
400-document-library-core-extensions.sql,document_favorites,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE
400-document-library-core-extensions.sql,document_favorites,document_id,documents,id,ON UPDATE CASCADE ON DELETE CASCADE;
400-document-library-core-extensions.sql,document_tags,document_id,documents,id,ON UPDATE CASCADE ON DELETE CASCADE;
400-document-library-core-extensions.sql,document_tags,tag_id,tags,id,ON UPDATE CASCADE ON DELETE CASCADE
410-document-library-ingestion-and-processing.sql,document_ai_tag_suggestions,document_id,documents,id,ON UPDATE CASCADE ON DELETE CASCADE;
410-document-library-ingestion-and-processing.sql,document_ai_tag_suggestions,accepted_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
410-document-library-ingestion-and-processing.sql,document_ai_tasks,document_id,documents,id,ON UPDATE CASCADE ON DELETE CASCADE;
410-document-library-ingestion-and-processing.sql,document_processing_jobs,document_id,documents,id,ON UPDATE CASCADE ON DELETE CASCADE;
410-document-library-ingestion-and-processing.sql,ingestion_items,job_id,ingestion_jobs,id,ON UPDATE CASCADE ON DELETE CASCADE;
410-document-library-ingestion-and-processing.sql,ingestion_items,document_id,documents,id,ON UPDATE CASCADE ON DELETE SET NULL;
410-document-library-ingestion-and-processing.sql,ingestion_jobs,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
410-document-library-ingestion-and-processing.sql,ingestion_jobs,source_id,ingestion_sources,id,ON UPDATE CASCADE ON DELETE SET NULL;
410-document-library-ingestion-and-processing.sql,ingestion_jobs,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
410-document-library-ingestion-and-processing.sql,ingestion_sources,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
410-document-library-ingestion-and-processing.sql,ingestion_sources,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL
420-document-library-derivatives-and-pages.sql,document_derivatives,document_id,documents,id,ON UPDATE CASCADE ON DELETE CASCADE;
420-document-library-derivatives-and-pages.sql,document_pages,document_id,documents,id,ON UPDATE CASCADE ON DELETE CASCADE
420-document-library-derivatives-and-pages.sql,document_previews,document_id,documents,id,ON UPDATE CASCADE ON DELETE CASCADE;
430-document-library-sharing-permissions.sql,document_collection_favorites,collection_id,document_collections,id,ON UPDATE CASCADE ON DELETE CASCADE;
430-document-library-sharing-permissions.sql,document_collection_favorites,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE
430-document-library-sharing-permissions.sql,document_collection_permissions,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
430-document-library-sharing-permissions.sql,document_collection_permissions,collection_id,document_collections,id,ON UPDATE CASCADE ON DELETE CASCADE;
430-document-library-sharing-permissions.sql,document_shares,document_id,documents,id,ON UPDATE CASCADE ON DELETE CASCADE;
430-document-library-sharing-permissions.sql,document_shares,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
500-calendar-recurrence-and-events.sql,calendar_event_participants,calendar_event_id,calendar_events,id,ON UPDATE CASCADE ON DELETE CASCADE;
500-calendar-recurrence-and-events.sql,calendar_events,campus_id,campuses,id,ON UPDATE CASCADE ON DELETE SET NULL;
500-calendar-recurrence-and-events.sql,calendar_events,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
500-calendar-recurrence-and-events.sql,calendar_events,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
500-calendar-recurrence-and-events.sql,recurrence_rules,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
500-calendar-recurrence-and-events.sql,recurrence_rules,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
500-calendar-recurrence-and-events.sql,session_recurrences,recurrence_rule_id,recurrence_rules,id,ON UPDATE CASCADE ON DELETE CASCADE;
500-calendar-recurrence-and-events.sql,session_recurrences,class_id,classes,id,ON UPDATE CASCADE ON DELETE SET NULL;
500-calendar-recurrence-and-events.sql,session_recurrences,linked_session_id,class_sessions,id,ON UPDATE CASCADE ON DELETE SET NULL;
510-attendance-qr-and-adjustments.sql,attendance_adjustments,student_user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
510-attendance-qr-and-adjustments.sql,attendance_adjustments,requested_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
510-attendance-qr-and-adjustments.sql,attendance_adjustments,approved_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
510-attendance-qr-and-adjustments.sql,attendance_adjustments,class_session_id,class_sessions,id,ON UPDATE CASCADE ON DELETE CASCADE;
510-attendance-qr-and-adjustments.sql,qr_tokens,class_session_id,class_sessions,id,ON UPDATE CASCADE ON DELETE CASCADE;
510-attendance-qr-and-adjustments.sql,qr_tokens,issued_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
520-session-content-links.sql,session_assignments,assignment_id,assignments,id,ON UPDATE CASCADE ON DELETE CASCADE;
520-session-content-links.sql,session_assignments,class_session_id,class_sessions,id,ON UPDATE CASCADE ON DELETE CASCADE;
520-session-content-links.sql,session_game_assignments,game_id,games,id,ON UPDATE CASCADE ON DELETE CASCADE;
520-session-content-links.sql,session_game_assignments,class_session_id,class_sessions,id,ON UPDATE CASCADE ON DELETE CASCADE;
530-teacher-attendance-and-timesheets.sql,substitution_requests,requester_user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
530-teacher-attendance-and-timesheets.sql,substitution_requests,class_session_id,class_sessions,id,ON UPDATE CASCADE ON DELETE CASCADE;
530-teacher-attendance-and-timesheets.sql,substitution_requests,decided_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
530-teacher-attendance-and-timesheets.sql,substitution_requests,substitute_user_id,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
530-teacher-attendance-and-timesheets.sql,teacher_attendance,class_session_id,class_sessions,id,ON UPDATE CASCADE ON DELETE CASCADE;
530-teacher-attendance-and-timesheets.sql,teacher_attendance,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
530-teacher-attendance-and-timesheets.sql,teacher_timesheets,approved_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL
530-teacher-attendance-and-timesheets.sql,teacher_timesheets,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
540-staff-shifts-and-attendance.sql,geo_zones,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE
540-staff-shifts-and-attendance.sql,overtime_requests,decided_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
540-staff-shifts-and-attendance.sql,overtime_requests,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
540-staff-shifts-and-attendance.sql,staff_attendance,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
540-staff-shifts-and-attendance.sql,staff_attendance,shift_assignment_id,staff_shift_assignments,id,ON UPDATE CASCADE ON DELETE SET NULL;
540-staff-shifts-and-attendance.sql,staff_devices,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE
540-staff-shifts-and-attendance.sql,staff_shift_assignments,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE
540-staff-shifts-and-attendance.sql,staff_shift_assignments,staff_shift_id,staff_shifts,id,ON UPDATE CASCADE ON DELETE CASCADE;
540-staff-shifts-and-attendance.sql,staff_shifts,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
540-staff-shifts-and-attendance.sql,staff_shifts,campus_id,campuses,id,ON UPDATE CASCADE ON DELETE SET NULL;
540-staff-shifts-and-attendance.sql,staff_shifts,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL
540-staff-shifts-and-attendance.sql,time_off_requests,decided_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
540-staff-shifts-and-attendance.sql,time_off_requests,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
550-reminder-policies-and-jobs.sql,reminder_jobs,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
550-reminder-policies-and-jobs.sql,reminder_jobs,policy_id,reminder_policies,id,ON UPDATE CASCADE ON DELETE SET NULL;
550-reminder-policies-and-jobs.sql,reminder_jobs,template_id,notification_templates,id,ON UPDATE CASCADE ON DELETE SET NULL;
550-reminder-policies-and-jobs.sql,reminder_policies,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
550-reminder-policies-and-jobs.sql,reminder_policies,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
560-calendar-attendance-analytics.sql,punctuality_metrics,class_session_id,class_sessions,id,ON UPDATE CASCADE ON DELETE SET NULL;
560-calendar-attendance-analytics.sql,punctuality_metrics,class_id,classes,id,ON UPDATE CASCADE ON DELETE SET NULL;
560-calendar-attendance-analytics.sql,staff_timesheets,approved_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL
560-calendar-attendance-analytics.sql,staff_timesheets,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
600-points-economy-core.sql,point_anomalies,point_type_id,point_types,id,ON UPDATE CASCADE ON DELETE SET NULL;
600-points-economy-core.sql,point_anomalies,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
600-points-economy-core.sql,point_balances,class_id,classes,id,ON UPDATE CASCADE ON DELETE SET NULL;
600-points-economy-core.sql,point_balances,point_type_id,point_types,id,ON UPDATE CASCADE ON DELETE CASCADE;
600-points-economy-core.sql,point_balances,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
600-points-economy-core.sql,point_ledgers,point_type_id,point_types,id,ON UPDATE CASCADE ON DELETE CASCADE;
600-points-economy-core.sql,point_ledgers,rule_id,point_rules,id,ON UPDATE CASCADE ON DELETE SET NULL;
600-points-economy-core.sql,point_ledgers,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
600-points-economy-core.sql,point_ledgers,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
600-points-economy-core.sql,point_ledgers,class_id,classes,id,ON UPDATE CASCADE ON DELETE SET NULL;
600-points-economy-core.sql,point_ledgers,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
600-points-economy-core.sql,point_limits,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
600-points-economy-core.sql,point_limits,point_type_id,point_types,id,ON UPDATE CASCADE ON DELETE SET NULL;
600-points-economy-core.sql,point_limits,rule_id,point_rules,id,ON UPDATE CASCADE ON DELETE SET NULL;
600-points-economy-core.sql,point_review_queue,anomaly_id,point_anomalies,id,ON UPDATE CASCADE ON DELETE CASCADE;
600-points-economy-core.sql,point_review_queue,reviewer_user_id,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
600-points-economy-core.sql,point_rules,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
600-points-economy-core.sql,point_rules,point_type_id,point_types,id,ON UPDATE CASCADE ON DELETE CASCADE;
600-points-economy-core.sql,point_rules,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
600-points-economy-core.sql,point_types,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE
610-store-and-rewards.sql,reward_entitlements,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
610-store-and-rewards.sql,reward_entitlements,redemption_id,store_redemptions,id,ON UPDATE CASCADE ON DELETE SET NULL;
610-store-and-rewards.sql,reward_usage_logs,used_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
610-store-and-rewards.sql,reward_usage_logs,entitlement_id,reward_entitlements,id,ON UPDATE CASCADE ON DELETE CASCADE;
610-store-and-rewards.sql,store_items,point_type_id,point_types,id,ON UPDATE CASCADE ON DELETE RESTRICT;
610-store-and-rewards.sql,store_items,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
610-store-and-rewards.sql,store_items,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL
610-store-and-rewards.sql,store_redemptions,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
610-store-and-rewards.sql,store_redemptions,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
610-store-and-rewards.sql,store_redemptions,decided_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
610-store-and-rewards.sql,store_redemptions,item_id,store_items,id,ON UPDATE CASCADE ON DELETE RESTRICT;
620-streaks-and-quests.sql,quest_assignments,quest_id,quests,id,ON UPDATE CASCADE ON DELETE CASCADE;
620-streaks-and-quests.sql,quest_progress,quest_id,quests,id,ON UPDATE CASCADE ON DELETE CASCADE;
620-streaks-and-quests.sql,quest_progress,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE
620-streaks-and-quests.sql,quest_rewards,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
620-streaks-and-quests.sql,quest_rewards,quest_id,quests,id,ON UPDATE CASCADE ON DELETE CASCADE;
620-streaks-and-quests.sql,quest_task_progress,quest_id,quests,id,ON UPDATE CASCADE ON DELETE CASCADE;
620-streaks-and-quests.sql,quest_task_progress,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE
620-streaks-and-quests.sql,quest_task_progress,task_id,quest_tasks,id,ON UPDATE CASCADE ON DELETE CASCADE;
620-streaks-and-quests.sql,quest_tasks,quest_id,quests,id,ON UPDATE CASCADE ON DELETE CASCADE
620-streaks-and-quests.sql,quests,reward_point_type_id,point_types,id,ON UPDATE CASCADE ON DELETE SET NULL;
620-streaks-and-quests.sql,quests,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL
620-streaks-and-quests.sql,quests,reward_badge_id,badges,id,ON UPDATE CASCADE ON DELETE SET NULL;
620-streaks-and-quests.sql,quests,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
620-streaks-and-quests.sql,streak_events,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
620-streaks-and-quests.sql,streak_events,class_id,classes,id,ON UPDATE CASCADE ON DELETE SET NULL;
620-streaks-and-quests.sql,streaks,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
620-streaks-and-quests.sql,streaks,class_id,classes,id,ON UPDATE CASCADE ON DELETE SET NULL
630-grading-policies-and-gamification.sql,class_gamification_policies,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL
630-grading-policies-and-gamification.sql,class_gamification_policies,class_id,classes,id,ON UPDATE CASCADE ON DELETE CASCADE;
630-grading-policies-and-gamification.sql,grade_adjustments,student_user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
630-grading-policies-and-gamification.sql,grade_adjustments,applied_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
630-grading-policies-and-gamification.sql,grade_adjustments,class_id,classes,id,ON UPDATE CASCADE ON DELETE CASCADE;
630-grading-policies-and-gamification.sql,grading_components,policy_id,level_grading_policies,id,ON UPDATE CASCADE ON DELETE CASCADE
630-grading-policies-and-gamification.sql,level_grading_policies,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
630-grading-policies-and-gamification.sql,level_grading_policies,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL
630-grading-policies-and-gamification.sql,level_skill_minima,policy_id,level_grading_policies,id,ON UPDATE CASCADE ON DELETE CASCADE
700-activity-bank.sql,activity_template_assets,template_id,activity_templates,id,ON UPDATE CASCADE ON DELETE CASCADE;
700-activity-bank.sql,activity_template_assets,document_id,documents,id,ON UPDATE CASCADE ON DELETE SET NULL;
700-activity-bank.sql,activity_template_roles,template_id,activity_templates,id,ON UPDATE CASCADE ON DELETE CASCADE;
700-activity-bank.sql,activity_template_steps,template_id,activity_templates,id,ON UPDATE CASCADE ON DELETE CASCADE;
700-activity-bank.sql,activity_template_tags,tag_id,tags,id,ON UPDATE CASCADE ON DELETE CASCADE
700-activity-bank.sql,activity_template_tags,template_id,activity_templates,id,ON UPDATE CASCADE ON DELETE CASCADE;
700-activity-bank.sql,activity_templates,tenant_id,tenants,id,ON UPDATE CASCADE ON DELETE CASCADE;
700-activity-bank.sql,activity_templates,created_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
700-activity-bank.sql,activity_templates,updated_by,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
700-activity-bank.sql,activity_templates,owner_user_id,users,id,ON UPDATE CASCADE ON DELETE SET NULL;
710-activity-curriculum-links.sql,unit_activity_links,activity_template_id,activity_templates,id,ON UPDATE CASCADE ON DELETE CASCADE;
710-activity-curriculum-links.sql,unit_activity_links,unit_blueprint_id,unit_blueprints,id,ON UPDATE CASCADE ON DELETE CASCADE;
720-activity-instances-and-responses.sql,activity_response_files,document_id,documents,id,ON UPDATE CASCADE ON DELETE SET NULL;
720-activity-instances-and-responses.sql,activity_response_files,response_id,activity_responses,id,ON UPDATE CASCADE ON DELETE CASCADE;
720-activity-instances-and-responses.sql,activity_responses,user_id,users,id,ON UPDATE CASCADE ON DELETE CASCADE;
720-activity-instances-and-responses.sql,activity_responses,session_activity_id,session_activities,id,ON UPDATE CASCADE ON DELETE CASCADE;
720-activity-instances-and-responses.sql,session_activity_groups,student_group_id,student_groups,id,ON UPDATE CASCADE ON DELETE CASCADE
720-activity-instances-and-responses.sql,session_activity_groups,session_activity_id,session_activities,id,ON UPDATE CASCADE ON DELETE CASCADE;
720-activity-instances-and-responses.sql,session_activity_instances,activity_template_id,activity_templates,id,ON UPDATE CASCADE ON DELETE CASCADE
720-activity-instances-and-responses.sql,session_activity_instances,session_activity_id,session_activities,id,ON UPDATE CASCADE ON DELETE CASCADE;
